"Nombre del solicitante","Rut del solicitante","Correo","Título de la necesidad","Descripción de la necesidad","Categoría","Tipo de entidad","Comuna","Palabras Clave","Objetivos de Desarrollo Sostenible","Imagen"
"Gabriel Gutierrez","321877585-7","gabrielgutierrez@correo.com","Libertad y Satisfacción de Carencias Inaplazables","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Salud","Comanditaria","Pitrufquén","Autocontrol*Salud*Oportunidad","VIDA SUBMARINA*HAMBRE CERO*EDUCACIÓN DE CALIDAD","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Matias Villagra","852105953-5","matiasvillagra@correo.com","Paz para la Satisfacción de Necesidades Básicas","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Tecnología","Mixta","Toltén","Aprendizaje*Libertad*Altruismo","VIDA SUBMARINA*AGUA Y SANEAMIENTO*IGUALDAD DE GÉNERO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Diego Martínez","220766535-2","diegomartínez@correo.com","Cultura y Soluciones para Situaciones Inmediatas","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Tecnología","Cooperativa","Temuco","Renovación*Empoderamiento*Amor","PAZ*AGUA Y SANEAMIENTO*ENERGÍA ASEQUIBLE Y NO CONTAMINANTE","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Jorge González","809394013-0","jorgegonzález@correo.com","Exploración y Atendiendo Requerimientos Vitales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Cultura","Nacional","Curacautín","Vitalidad*Reflexión*Superación","ACCIÓN POR EL CLIMA*TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO*HAMBRE CERO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Diego Martínez","724357938-9","diegomartínez@correo.com","Viaje en Satisfaciendo Requisitos Cotidianos","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Tecnología","Nacional","Traiguén","Equilibrio*Perdón*Humildad","CIUDADES Y COMUNIDADES SOSTENIBLES*HAMBRE CERO*PRODUCCIÓN Y CONSUMO RESPONSABLES","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Diego Hernández","221645529-0","diegohernández@correo.com","Reflejo de la Familia en Brindando Asistencia en Necesidad","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Salud","Multinacional","Lumaco","Armonía*Conocimiento*Equipo","AGUA Y SANEAMIENTO*CIUDADES Y COMUNIDADES SOSTENIBLES*FIN DE LA POBREZA","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Jorge González","166981449-4","jorgegonzález@correo.com","Exploración en Abordando Necesidades Esenciales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Medio Ambiente","Privada","Cunco","Gratitud*Autoaceptación*Desarrollo","PRODUCCIÓN Y CONSUMO RESPONSABLES*REDUCCIÓN DE LAS DESIGUALDADES*IGUALDAD DE GÉNERO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Ana López","699439914-3","analópez@correo.com","Cambio climático en Satisfacción de Carencias Fundamentales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Educación","Cooperativa","Melipeuco","Educación*Resiliencia*Motivación","HAMBRE CERO*EDUCACIÓN DE CALIDAD*FIN DE LA POBREZA","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Matias Villagra","439143978-6","matiasvillagra@correo.com","Trabajo y Enfrentando Desafíos en Necesidad","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Medio Ambiente","Cooperativa","Nueva Imperial","Inspiración*Esperanza*Empatía","EDUCACIÓN DE CALIDAD*SALUD Y BIENESTAR*IGUALDAD DE GÉNERO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Luis Mena","731777690-4","luismena@correo.com","Creatividad en la Libertad: Abordando Requerimientos Cruciales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Agricultura","Artesanal","Renaico","Compañerismo*Cambio climático*Inspiración","FIN DE LA POBREZA*HAMBRE CERO*AGUA Y SANEAMIENTO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Jorge González","980426251-8","jorgegonzález@correo.com","Viaje en Brindando Respuestas Urgentes","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Agricultura","Multinacional","Teodoro Schmidt","Pasión*Ética*Libertad","INDUSTRIA*CIUDADES Y COMUNIDADES SOSTENIBLES*REDUCCIÓN DE LAS DESIGUALDADES","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Luis González","305013251-3","luisgonzález@correo.com","Comunidad y Éxito: Resolviendo Problemáticas Esenciales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Medio Ambiente","Responsabilidad Limitada","Nueva Imperial","Viaje*Integridad*Amor","CIUDADES Y COMUNIDADES SOSTENIBLES*VIDA DE ECOSISTEMAS TERRESTRES*IGUALDAD DE GÉNERO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Luis Mena","501317699-2","luismena@correo.com","Reflejo de la Comunidad en Brindando Respuestas en Necesidad","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Igualdad","Sociedad Anónima","Los Sauces","Honestidad*Innovación*Gratitud","SALUD Y BIENESTAR*INDUSTRIA*PAZ","https://sivi.ufro.cl/img/home/bloque_fc.png"
"María García","92822773-9","maríagarcía@correo.com","Viaje en Brindando Respuestas Urgentes","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Tecnología","Privada","Melipeuco","Paz*Autoaceptación*Autoamor","IGUALDAD DE GÉNERO*VIDA DE ECOSISTEMAS TERRESTRES*FIN DE LA POBREZA","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Ana López","337962590-2","analópez@correo.com","Reflejo de la Tecnología en Apoyo en Situaciones Críticas","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Medio Ambiente","Pública","Victoria","Compartir*Agradecimiento*Libertad","REDUCCIÓN DE LAS DESIGUALDADES*CIUDADES Y COMUNIDADES SOSTENIBLES*ENERGÍA ASEQUIBLE Y NO CONTAMINANTE","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Jorge González","393511375-9","jorgegonzález@correo.com","Trabajo y Cuidado en Momentos Importantes","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Educación","Cooperativa","Loncoche","Futuro*Belleza*Tiempo","ENERGÍA ASEQUIBLE Y NO CONTAMINANTE*AGUA Y SANEAMIENTO*SALUD Y BIENESTAR","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Luis Mena","612506682-6","luismena@correo.com","Viaje en Ayuda en Casos Fundamentales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Educación","Multinacional","Ercilla","Paz*Intención*Innovación","VIDA SUBMARINA*ENERGÍA ASEQUIBLE Y NO CONTAMINANTE*ACCIÓN POR EL CLIMA","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Luis Mena","609571353-7","luismena@correo.com","Creatividad en la Libertad: Abordando Requerimientos Cruciales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Educación","Cooperativa","Collipulli","Esperanza*Humildad*Serenidad","CIUDADES Y COMUNIDADES SOSTENIBLES*INDUSTRIA*EDUCACIÓN DE CALIDAD","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Sofía Rodríguez","269446685-0","sofíarodríguez@correo.com","Trabajo en Abordando Necesidades Esenciales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Agricultura","Transnacional","Loncoche","Enfoque*Optimismo*Empoderamiento","REDUCCIÓN DE LAS DESIGUALDADES*FIN DE LA POBREZA*SALUD Y BIENESTAR","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Matias Villagra","808351705-0","matiasvillagra@correo.com","Tecnología para la Asistencia en Tiempos de Necesidad","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Igualdad","Colectiva","Lautaro","Autoestima*Equidad*Propósito","INDUSTRIA*FIN DE LA POBREZA*VIDA DE ECOSISTEMAS TERRESTRES","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Juan Pérez","58123735-9","juanpérez@correo.com","Libertad y Afrontando Desafíos Urgentes","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Cultura","Sanitaria","Traiguén","Pasión*Admiración*Aventura","PAZ*EDUCACIÓN DE CALIDAD*VIDA DE ECOSISTEMAS TERRESTRES","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Matias Villagra","713184598-4","matiasvillagra@correo.com","Reflejo de la Innovación en afrontando Requerimientos Emergentes","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Cultura","Religiosa","Temuco","Empoderamiento*Propósito*Valores","AGUA Y SANEAMIENTO*VIDA SUBMARINA*TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Diego Martínez","703828686-9","diegomartínez@correo.com","Trabajo y Satisfaciendo Requisitos Cotidianos","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Agricultura","Sin Fines de Lucro","Lautaro","Empoderamiento*Trabajo*Optimismo","FIN DE LA POBREZA*EDUCACIÓN DE CALIDAD*AGUA Y SANEAMIENTO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Juan Pérez","430255937-1","juanpérez@correo.com","Trabajo y Superando Situaciones Cotidianas","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Agricultura","Local","Lumaco","Innovación*Educación*Humildad","EDUCACIÓN DE CALIDAD*FIN DE LA POBREZA*ENERGÍA ASEQUIBLE Y NO CONTAMINANTE","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Michael Roudergue","329951151-0","michaelroudergue@correo.com","Cambio climático y Enfrentando Obstáculos Cruciales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Igualdad","Regional","Freire","Sabiduría*Confianza*Paciencia","FIN DE LA POBREZA*ACCIÓN POR EL CLIMA*HAMBRE CERO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Luis Mena","791053838-1","luismena@correo.com","Viaje en Ayuda en Casos Fundamentales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Cultura","Mixta","Pitrufquén","Confianza*Motivación*Paz","ACCIÓN POR EL CLIMA*FIN DE LA POBREZA*HAMBRE CERO","https://sivi.ufro.cl/img/home/bloque_fc.png"
